word,1501-1550,1551-1600,1601-1650,1651-1700,mean,in_lila_embeddings,in_lasla,in_operamaiora,transl
accido,2075,7644,2292,2552,3640.75,False,True,False,"cut, cut into/down/up, hack, hew, fell, overthrow, destroy, cut short, weaken"
studium,2794,4026,2717,4959,3624.0,True,True,True,"zeal, enthusiasm, excitement, study"
cerebrum,2211,8687,1788,1795,3620.25,True,True,True,"brain, top of the head, skull, bud, seat of senses/intelligence, anger/wrath"
necessarius,1575,6357,2770,3749,3612.75,True,True,True,"necessary, needed, essential, indispensable, vital/private (body part), close tied"
auis,1706,7975,1168,3566,3603.75,True,True,True,
traho,2456,5734,3092,3046,3582.0,True,True,True,"draw, drag, derive, assume, acquire, influence, cause"
siccus,1972,8911,1816,1522,3555.25,True,True,True,dry
philosophus,1772,5486,3105,3845,3552.0,True,True,True,philosopher
grauis,1865,4407,3192,4733,3549.25,True,True,True,
muto,1967,5612,2699,3876,3538.5,True,True,True,"(1.) change, alter (2.) exchange"
co,2276,6109,1929,3767,3520.25,False,False,False,"take, seize, capture"
malum,2522,6234,1895,3372,3505.75,True,True,True,bad
expono,1307,7098,1477,4071,3488.25,True,True,True,"set forth, explain, expose"
teneo,3182,5183,2291,3256,3478.0,True,True,True,"(1.) to hold, to come (2.) hold (3.) to hold, to come"
instar,1077,3620,3799,5402,3474.5,False,True,False,"counterpart image, likeness, resemblance the equal/form of (w/GEN)"
sto,2132,4967,2743,4055,3474.25,True,True,True,"stand, stand still, stand firm, remain, rest"
seruo,2605,6640,1898,2737,3470.0,True,True,True,"slave, slaves (male)"
uisus,1556,10915,638,766,3468.75,True,True,True,
descendo,1804,5046,3254,3759,3465.75,True,True,True,"descend, climb/march/come/go/flow/run/hang down, dismount, penetrate/sink"
dexter,3003,4309,2932,3605,3462.25,True,True,True,"right, on/to the right hand/side, skillful/dexterous/handy"
ab,2027,6019,2198,3565,3452.25,False,True,False,"(1.) from/by/away from (2.) away from, from"
proximus,2070,4986,2901,3786,3435.75,False,False,True,(the) next
medicamentum,2475,8296,1576,1338,3421.25,True,True,True,"drug, remedy, medicine"
succus,2470,7459,1529,2198,3414.0,False,False,False,"juice, sap, moisture, drink/draught, potion, medicinal liquor, vitality/spirit"
hortus,1930,4070,3347,4286,3408.25,True,True,True,"garden, fruit/kitchen garden, pleasure garden, park (pl.)"
incido,1744,6228,2329,3325,3406.5,False,True,False,"happen, fall into, fall in with, meet, fall upon, assail"
domus,2212,4716,3052,3625,3401.25,True,True,True,"house, home (NB 3 special uses and endings: domi -at home, domo from home, domum - to home)"
imago,1343,5753,3237,3254,3396.75,True,True,True,"likeness, image, appearance, statue, idea, echo, ghost, phantom"
acutus,1873,7150,2193,2299,3378.75,False,True,False,"sharp, sharpened, pointed/tapering, severe, glaring, acute, wise, high-pitched"
sanè,1833,5693,1925,4017,3367.0,False,False,False,"healthy, reasonable"
scientia,1590,5954,2426,3472,3360.5,True,True,True,knowledge
ueritas,1794,4709,2960,3979,3360.5,True,True,True,
audio,2036,5275,2135,3941,3346.75,True,True,True,"hear, listen to, to Hear, to Listen"
tenuis,2437,6807,2009,2119,3343.0,True,True,True,"thin, fine, delicate, slight, slender, little, unimportant, weak, feeble, shallow, receding"
to,2340,5545,1675,3809,3342.25,False,False,False,
io,1733,5197,3192,3185,3326.75,False,True,False,"Yo!, Hurrah! (ritual exclamation of strong emotion/joy), Ho!, Look!, Quick!"
specto,1627,3808,2649,5158,3310.5,True,True,True,"watch, look"
error,2165,4109,2613,4320,3301.75,True,True,True,"wander, err, go astray, be mistaken"
gal,772,9274,1413,1724,3295.75,False,False,False,
actus,982,7227,2631,2335,3293.75,True,True,True,"(1.) drive, urge, conduct, act (2.) spend (time w/cum) (3.) thank (w/gratias) (4.) deliver (speech) (5.) drive, lead, do, act, pass, spend (6.) drive, urge, conduct, act (7.) spend (time w/cum) (8.) thank (w/gratias) (9.) deliver (speech)"
conficio,1780,5261,2620,3511,3293.0,True,True,True,"execute, do, finish, wear out"
lac,1967,6045,3190,1970,3293.0,True,True,True,"milk, milky juice of plants, spat/spawn (of oyster)"
effectus,1488,4502,2842,4274,3276.5,True,True,True,"bring about, effect, execute, cause, accomplish, make, produce, prove"
lis,2223,4983,1930,3897,3258.25,True,True,True,"lawsuit, quarrel"
casus,1464,4388,2229,4875,3239.0,True,True,True,case
exterior,1898,4953,2670,3427,3237.0,False,False,True,"outer/external, outward, on outside, far, of another country, foreign, strange"
mirus,1903,4013,2364,4632,3228.0,True,True,True,"wonderful, strange, remarkable, amazing, surprising, extraordinary"
plenus,1798,4458,2898,3755,3227.25,True,True,True,"full (of), full, abundant, generous"
potus,2372,6770,1989,1775,3226.5,True,True,True,"drink, drink heavily/convivially, tipple, swallow, absorb, soak up"
doctrina,2095,4540,3375,2880,3222.5,True,True,True,"education, learning, science, teaching, instruction, principle, doctrine"
exhibeo,1125,3776,2462,5503,3216.5,True,True,True,"present, furnish, exhibit, produce"
testis,2918,4545,2033,3363,3214.75,True,True,True,"object made from burnt clay, earthenware jar, fragment of earthenware, shard"
mel,3220,6637,1422,1548,3206.75,True,True,True,"honey, sweetness, pleasant thing, darling/honey, [luna mellis => honeymoon]"
princeps,1974,5210,2365,3254,3200.75,True,True,True,"the first, emperor, chief, chieftain"
ascendo,2725,4185,2474,3388,3193.0,True,True,True,To ascend
bellum,2257,3818,2258,4389,3180.5,True,True,True,"pretty, handsome, charming"
odor,2830,5379,2059,2391,3164.75,True,True,True,"scent, odor, aroma, smell, hint, inkling, suggestion"
existimo,1988,5152,1960,3546,3161.5,True,True,True,"value, esteem, form, hold opinion/view, think, suppose, estimate, judge, consider"
infinitus,1064,5357,2481,3742,3161.0,True,True,True,"boundless, unlimited, endless, infinite"
cura,2048,5755,1929,2886,3154.5,True,True,True,"care, attention, caution, anxiety"
latinus,3299,3657,2609,2926,3122.75,True,True,True,latin
duplex,1399,5970,2580,2539,3122.0,True,True,True,"twofold, double, divided, two-faced"
transeo,1402,4393,2544,4145,3121.0,True,True,True,"(1.) transform, cross over, cross, march through, pass through, penetrate, pass by, surpass (2.) flow, spend"
obseruatio,1080,2253,2725,6407,3116.25,True,True,True,
macula,466,1956,6473,3548,3110.75,True,True,True,"spot, pollute, dishonor, taint"
stomachus,2399,7624,1323,1081,3106.75,True,True,True,"gullet, stomach, annoyance, ill-temper"
de,1578,4192,2009,4598,3094.25,True,True,True,"down, away from, from, off, about, of, concerning, according to, with regard to, From, Of"
necesse,1927,5156,2132,3160,3093.75,True,True,True,Necessary
dens,1837,5791,2056,2690,3093.5,True,True,True,"tooth, tusk, ivory, tooth-like thing, spike"
ingenium,2124,3851,2430,3969,3093.5,True,True,True,"nature, innate talent"
auctor,1139,2597,2880,5755,3092.75,True,True,True,"author, leader, supporter, originator, founder, instigator"
malus,2164,5921,1674,2576,3083.75,True,True,True,bad
affero,1925,4759,2353,3269,3076.5,True,True,True,"to bring, to bring to, to bring in"
considero,1302,6056,2308,2619,3071.25,True,True,True,"examine/look at/inspect, consider closely, reflect on/contemplate, investigate"
praesto,1639,4585,2197,3859,3070.0,True,True,True,"(1.) excel (2.) exhibit, show, offer, supply, furnish"
lucius,2228,3916,2449,3674,3066.75,False,True,False,(1.) Lucius (Roman praenomen) (2.) pike
umbra,2036,2903,3013,4314,3066.5,True,True,True,"cast a shadow on, shade"
regula,2314,3030,2365,4543,3063.0,True,True,True,"ruler, straight edge (drawing), basic principle, rule, standard, rod/bar/rail"
perfectus,1010,5966,2443,2818,3059.25,True,True,True,"complete, finish, execute, bring about, accomplish, do thoroughly"
portio,2225,3682,2572,3736,3053.75,True,True,True,"part, portion, share, proportion, [pro portione => proportionally]"
misceo,1736,5886,2132,2458,3053.0,True,True,True,"mix, stir up, disturb, To mix, to mingle, intermingle, blend, To mix, to mingle, intermingle, blend"
uersus,3878,4405,1471,2403,3039.25,True,True,True,
insum,1759,6268,2248,1869,3036.0,True,True,True,"(1.) be in, be on, be there (2.) belong to (3.) be involved in"
sacer,2271,3564,3180,3054,3017.25,True,True,True,"sacred, holy, consecrated, accursed, horrible, detestable"
humidus,1423,7616,1518,1496,3013.25,True,True,True,"damp, moist, dank, wet, humid"
frigus,1472,5130,1950,3485,3009.25,True,True,True,"cold, cold weather, winter, frost"
globus,430,2366,3102,6132,3007.5,True,True,True,"ball, sphere, dense mass, close packed throng, crowd, clique, band, globe"
copia,1510,4447,2380,3692,3007.25,True,True,True,"supply, inventory, stock, troops (pl)"
noto,1397,2713,2931,4962,3000.75,True,True,True,"famous, known, noted, popular"
ualeo,1700,4727,1883,3592,2975.5,True,True,True,
urina,2046,7253,1049,1525,2968.25,True,True,True,"dive, plunge into water"
petrus,1485,2146,4079,4159,2967.25,False,False,True,"Peter, Stein, Fels"
integer,1528,3635,2514,4182,2964.75,True,True,True,"untouched, entire, whole, complete, uninjured, sound, fresh (troops), vigorous"
febris,2068,5974,1873,1938,2963.25,True,True,True,"(1.) fever, attack of fever, shallow bowl or basin (2.)  (3.) "
paro,1777,4983,2072,3012,2961.0,True,True,True,"prepare, provide, get, obtain"
mulier,2585,5233,1641,2359,2954.5,True,True,True,woman
marinus,1392,6407,1638,2381,2954.5,False,True,False,"marine, of the sea, sea born"
cado,1634,4432,2401,3349,2954.0,True,True,True,fall
sextus,2336,4665,2129,2658,2947.0,True,True,True,Sixth
maximè,944,5588,1729,3520,2945.25,False,False,False,"big, great"
pectus,2530,4787,1810,2609,2934.0,True,True,True,"breast, heart"
candidus,2522,5036,2392,1777,2931.75,True,True,True,"shining, bright, white, beautiful"
nego,1196,4001,2327,4052,2894.0,True,True,True,"deny, say that...not, to deny, say that... not"
maneo,1682,4158,2633,3087,2890.0,True,True,True,"stay, remain, waiting for (tr)"
descriptio,1785,4430,2133,3175,2880.75,True,True,True,"description/descriptive story, drawing of diagram/plan, indictment, transcript"
incipio,1902,4737,2215,2638,2873.0,True,True,True,start
plato,1488,6664,1352,1974,2869.5,False,False,True,"multiply by X (only with numerical prefix), X-tuple, increase X fold"
facilè,592,4484,2346,4033,2863.75,False,False,False,"easy, agreeable"
puer,2363,4739,1678,2624,2851.0,True,True,True,"boy, children (plural)"
remedium,1795,5964,1914,1726,2849.75,True,True,True,"cure, remedy"
gigno,1769,5611,2008,2003,2847.75,True,True,True,"give birth to, bring forth, bear, beget, be born (PASSIVE)"
manifestus,1686,5026,2052,2626,2847.5,True,True,True,"detected, plainly guilty, flagrant, plain, caught in act/redhanded, undoubted"
ultimus,1600,4219,1922,3643,2846.0,False,True,False,"farthest, extreme, last, final"
sermo,2866,4555,1519,2409,2837.25,True,True,True,"conversation, talk"
uentus,1624,2927,2225,4539,2828.75,True,True,True,Wind
sal,935,4069,2320,3979,2825.75,True,True,True,(1.) salt (2.) wit
rotundus,1503,5172,2404,2223,2825.5,True,True,True,"round, circular, wheel-like, spherical, globular, smooth, finished, facile"
argentum,2111,4643,2054,2491,2824.75,True,True,True,"silver, money, cash, silver-plate, [argentum vivum => quicksilver/mercury]"
lignum,1427,4567,2301,3001,2824.0,True,True,True,"wood, firewood, trunk/stump/tree, timber, beam/post, wood (material), stave"
regnum,1321,4206,1939,3827,2823.25,True,True,True,"reign, kingdom, dominion, control(?)"
hîc,997,3335,2668,4285,2821.25,False,False,False,"this, that"
ui,1200,3214,2541,4272,2806.75,False,False,False,
populus,2018,3717,2372,3100,2801.75,True,True,True,"population, people, nation, State, public/populace/multitude/crowd, a following, |members of a society/sex, region/district (L+S), army (Bee)"
tango,781,4115,2743,3518,2789.25,True,True,True,"touch, strike, border on, influence, mention"
vsus,1108,4478,3400,2149,2783.75,False,False,False,"use, benefit, advantage"
tus,2078,4730,1421,2890,2779.75,False,True,False,frankincense
particula,1096,3847,1259,4910,2778.0,True,True,True,"small part, little bit, particle, atom"
pertineo,1705,4592,1814,2958,2767.25,True,True,True,"reach, extend, relate to, concerns, pertain to"
sedes,4163,3001,2120,1781,2766.25,True,True,True,sit
auris,1929,5120,1542,2438,2757.25,True,True,True,gold
exiguus,1124,4088,2395,3420,2756.75,True,True,True,"small, meager, dreary, a little, a bit of, scanty, petty, short, poor, slight"
impono,2090,4795,1589,2517,2747.75,True,True,True,"impose, put upon, establish, inflict, assign/place in command, set"
mercurius,1652,2697,1936,4703,2747.0,True,True,True,Mercury (god)
ius,2621,4623,1942,1785,2742.75,True,True,True,"right, justice, (legal) bond"
soluo,1642,5361,1649,2301,2738.25,True,True,True,
speculum,534,5197,2373,2846,2737.5,True,True,True,mirror
sinister,2303,3469,2128,2996,2724.0,True,True,True,"left, improper, adverse, inauspicious"
flumen,1782,2507,3408,3189,2721.5,True,True,True,"river, stream, current, tide, flood, onrush, running water"
gens,2576,3326,2173,2805,2720.0,True,True,True,"folk, nation, people, tribe, clan, Gentiles"
facies,1585,4165,2262,2866,2719.5,True,True,True,"do, make, handle"
morior,1678,4301,1824,3069,2718.0,True,True,True,die
iter,1508,2876,3252,3194,2707.5,True,True,True,"journey, route, way, passage"
amicus,1215,3103,1645,4822,2696.25,True,True,True,"friendly, loving (of a lover)"
similitudo,1905,5293,1699,1859,2689.0,True,True,True,"likeness, imitation, similarity, resemblance, by-word (Plater), parable"
cornu,1073,3385,2173,4124,2688.75,True,True,True,"horn, hoof, beak/tusk/claw, bow, horn/trumpet, end, wing of army, mountain top, horn"
uitium,2387,4958,1445,1922,2678.0,True,True,True,
tem,1971,4626,1311,2797,2676.25,False,False,False,
ex,1296,3847,1768,3787,2674.5,False,True,False,"out of, from within, from, by reason of, on account of"
fons,1746,2686,2907,3352,2672.75,True,True,True,"fountain, source"
ramus,2461,3400,2197,2632,2672.5,True,True,True,"branch, bough"
quadro,1541,3361,2009,3771,2670.5,True,True,True,"square up, make square/suitable, square/fit, quadruple, form rectangular shape"
externus,1199,4146,2683,2635,2665.75,False,True,False,"outward, external, foreign, strange"
amor,2271,3648,2335,2403,2664.25,True,True,True,love
obtineo,1386,3578,2280,3399,2660.75,True,True,True,"get hold of, maintain, obtain, hold fast, occupy, prevail"
statuo,1127,3351,2587,3547,2653.0,True,True,True,"set up, establish, set, place, build, decide, think"
cum,1420,4002,1733,3445,2650.0,True,True,True,"with, when, at the time/on each occasion/in the situation that, after, since/although, as soon, while, as (well as), whereas, in that, seeing that, on/during which, because"
deduco,1169,3056,1942,4430,2649.25,True,True,True,"lead, draw, pull, bring, stretch down/away/out/off, escort, eject, evict (claimant)"
cogo,1736,4167,1814,2874,2647.75,True,True,True,"force, gather"
occasus,1991,2312,2520,3755,2644.5,True,True,True,"fall down, die, set"
is,1273,4648,1544,3108,2643.25,True,True,True,this
mollis,1933,5571,1486,1571,2640.25,True,True,True,"soften, make calm, make less hostile"
peruenio,1552,5123,1655,2228,2639.5,True,True,True,
intellectus,673,6652,1796,1421,2635.5,True,True,True,"understand, realize, understand"
operatio,955,5306,1652,2602,2628.75,False,False,True,"operation, working (of nature), activity, devotion to task, offering sacrifice"
declinatio,1169,2279,1725,5337,2627.5,True,True,True,"declination/relative sky angle, latitude, compass point, inclination, bend/slope"
septimus,2376,4348,1691,2051,2616.5,True,True,True,seventh
dignus,1739,2962,2137,3618,2614.0,True,True,True,"worthy, dignified"
uentriculus,1764,5913,1540,1199,2604.0,False,False,False,
aequo,1540,2647,2449,3725,2590.25,True,True,True,"level, even, calm, equal, just, favorable"
meridianus,1425,2174,2778,3969,2586.5,True,True,True,"of midday, noon, southern"
iii,793,2379,2355,4808,2583.75,False,False,False,
falsus,1355,3657,2114,3188,2578.5,True,True,True,"deceive, slip by, disappoint, be mistaken, beguile, drive away, fail, cheat"
canis,1461,4619,1102,3106,2572.0,True,True,True,dog
epistola,3200,1612,1651,3775,2559.5,True,True,True,"letter/dispatch/written communication, imperial rescript, epistle, preface"
caussa,890,3348,4651,1335,2556.0,False,False,False,"for the sake/purpose of (preceded by GEN), on account/behalf of, with view to"
